phase,feature_id,name,surface,screen_or_menu,user_action,ui_states,http_method,endpoint_or_event,backend_service,data_entities,admin_control,permission,billing_rule,async_job,acceptance_criteria,test_ids,implementation_notes,status
P09,P09-002,按工具分类展示 AI 能力入口,Android,工作/工具,按工具分类展示 AI 能力入口,idle|loading|success|empty|error,GET,/api/mobile/v1/tools,Tool Configuration Service,tool_configs,AI工具/工具目录,authenticated_user,none,none,用户可在“工作/工具”完成“按工具分类展示 AI 能力入口”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“AI工具/工具目录”能够查询或控制该能力，变更写入审计日志。,P09-002-UNIT|P09-002-API|P09-002-E2E,,PLANNED
P09,P09-003,按类型和时间展示作品库,Android,工作/作品,按类型和时间展示作品库,idle|loading|success|empty|error,GET,/api/mobile/v1/artifacts,Artifact Service,artifacts|artifact_versions,作品中心/作品列表,authenticated_user,none,none,用户可在“工作/作品”完成“按类型和时间展示作品库”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“作品中心/作品列表”能够查询或控制该能力，变更写入审计日志。,P09-003-UNIT|P09-003-API|P09-003-E2E,,PLANNED
P09,P09-004,收藏、重命名、移动和删除作品,Android,作品菜单,收藏、重命名、移动和删除作品,idle|loading|success|empty|error,PATCH,/api/mobile/v1/artifacts/{artifactId},Artifact Service,artifacts,作品中心/作品详情,authenticated_user,none,none,用户可在“作品菜单”完成“收藏、重命名、移动和删除作品”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“作品中心/作品详情”能够查询或控制该能力，变更写入审计日志。,P09-004-UNIT|P09-004-API|P09-004-E2E,,PLANNED
P09,P09-005,统一展示全部异步任务,Android,工作/任务,统一展示全部异步任务,idle|loading|success|empty|error,GET,/api/mobile/v1/jobs,Job Service,jobs,运维/任务队列,authenticated_user,none,none,用户可在“工作/任务”完成“统一展示全部异步任务”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“运维/任务队列”能够查询或控制该能力，变更写入审计日志。,P09-005-UNIT|P09-005-API|P09-005-E2E,,PLANNED
P09,P09-006,加载后台动态配置的发现页,Android,发现,加载后台动态配置的发现页,idle|loading|success|empty|error,GET,/api/mobile/v1/discover,CMS Service,discover_cards|discover_categories,内容运营/发现页,authenticated_user,none,none,用户可在“发现”完成“加载后台动态配置的发现页”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“内容运营/发现页”能够查询或控制该能力，变更写入审计日志。,P09-006-UNIT|P09-006-API|P09-006-E2E,,PLANNED
P09,P09-007,按分类筛选发现服务,Android,发现/分类,按分类筛选发现服务,idle|loading|success|empty|error,GET,/api/mobile/v1/discover/categories/{categoryId},CMS Service,discover_cards,内容运营/发现页,authenticated_user,none,none,用户可在“发现/分类”完成“按分类筛选发现服务”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“内容运营/发现页”能够查询或控制该能力，变更写入审计日志。,P09-007-UNIT|P09-007-API|P09-007-E2E,,PLANNED
P09,P09-008,展示 Prompt 模板并带变量启动任务,Android,发现/Prompt模板,展示 Prompt 模板并带变量启动任务,idle|loading|success|empty|error,GET,/api/mobile/v1/prompt-templates,Template Service,prompt_templates,内容运营/Prompt模板,authenticated_user,none,none,用户可在“发现/Prompt模板”完成“展示 Prompt 模板并带变量启动任务”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“内容运营/Prompt模板”能够查询或控制该能力，变更写入审计日志。,P09-008-UNIT|P09-008-API|P09-008-E2E,,PLANNED
P09,P09-009,展示模型实验室和能力说明,Android,发现/模型实验室,展示模型实验室和能力说明,idle|loading|success|empty|error,GET,/api/mobile/v1/model-lab,Model Catalog Service,models|model_capabilities,模型与供应商/模型展示,authenticated_user,none,none,用户可在“发现/模型实验室”完成“展示模型实验室和能力说明”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“模型与供应商/模型展示”能够查询或控制该能力，变更写入审计日志。,P09-009-UNIT|P09-009-API|P09-009-E2E,,PLANNED
P09,P09-010,展示公告、活动和即将上线能力,Android,发现/公告,展示公告、活动和即将上线能力,idle|loading|success|empty|error,GET,/api/mobile/v1/announcements,CMS Service,announcements|feature_flags,内容运营/公告,authenticated_user,none,none,用户可在“发现/公告”完成“展示公告、活动和即将上线能力”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“内容运营/公告”能够查询或控制该能力，变更写入审计日志。,P09-010-UNIT|P09-010-API|P09-010-E2E,,PLANNED
P09,P09-011,后台创建、排序、灰度和下架发现卡片,Admin,内容运营/发现页,后台创建、排序、灰度和下架发现卡片,idle|loading|success|empty|error,GET|POST,/admin/v1/discover/cards,CMS Service,discover_cards|feature_flags,内容运营/发现页,authenticated_user,none,none,用户可在“内容运营/发现页”完成“后台创建、排序、灰度和下架发现卡片”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“内容运营/发现页”能够查询或控制该能力，变更写入审计日志。,P09-011-UNIT|P09-011-API|P09-011-E2E,,PLANNED
P09,P09-012,展示个人资料卡、头像、用户名和 UID,Android,我的,展示个人资料卡、头像、用户名和 UID,idle|loading|success|empty|error,GET,/api/mobile/v1/account/profile,User Service,users|user_profiles,认证与用户/用户详情,authenticated_user,none,none,用户可在“我的”完成“展示个人资料卡、头像、用户名和 UID”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/用户详情”能够查询或控制该能力，变更写入审计日志。,P09-012-UNIT|P09-012-API|P09-012-E2E,,PLANNED
P09,P09-013,编辑头像和用户名,Android,我的/个人资料,编辑头像和用户名,idle|loading|success|empty|error,PATCH,/api/mobile/v1/account/profile,User Service,user_profiles,认证与用户/用户详情,authenticated_user,none,none,用户可在“我的/个人资料”完成“编辑头像和用户名”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“认证与用户/用户详情”能够查询或控制该能力，变更写入审计日志。,P09-013-UNIT|P09-013-API|P09-013-E2E,,PLANNED
P09,P09-014,快捷进入我的项目、文件和作品,Android,我的,快捷进入我的项目、文件和作品,idle|loading|success|empty|error,GET,/api/mobile/v1/account/content-summary,Mobile BFF,projects|attachments|artifacts,—,authenticated_user,none,none,用户可在“我的”完成“快捷进入我的项目、文件和作品”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态。,P09-014-UNIT|P09-014-API|P09-014-E2E,,PLANNED
P09,P09-015,查看和管理收藏,Android,我的/收藏,查看和管理收藏,idle|loading|success|empty|error,GET,/api/mobile/v1/favorites,Favorite Service,favorites,内容运营/收藏统计,authenticated_user,none,none,用户可在“我的/收藏”完成“查看和管理收藏”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“内容运营/收藏统计”能够查询或控制该能力，变更写入审计日志。,P09-015-UNIT|P09-015-API|P09-015-E2E,,PLANNED
P09,P09-016,设置默认模型、推理和回答风格,Android,我的/AI设置,设置默认模型、推理和回答风格,idle|loading|success|empty|error,PUT,/api/mobile/v1/preferences/ai,Preference Service,user_preferences,模型与供应商/默认配置,authenticated_user,none,none,用户可在“我的/AI设置”完成“设置默认模型、推理和回答风格”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“模型与供应商/默认配置”能够查询或控制该能力，变更写入审计日志。,P09-016-UNIT|P09-016-API|P09-016-E2E,,PLANNED
P09,P09-017,设置全局自定义指令,Android,我的/自定义指令,设置全局自定义指令,idle|loading|success|empty|error,PUT,/api/mobile/v1/preferences/instructions,Memory Service,user_instructions,对话与内容/指令策略,authenticated_user,none,none,用户可在“我的/自定义指令”完成“设置全局自定义指令”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“对话与内容/指令策略”能够查询或控制该能力，变更写入审计日志。,P09-017-UNIT|P09-017-API|P09-017-E2E,,PLANNED
P09,P09-018,开启、查看和删除个人记忆,Android,我的/个人记忆,开启、查看和删除个人记忆,idle|loading|success|empty|error,GET|DELETE,/api/mobile/v1/memories,Memory Service,memories,对话与内容/记忆管理,authenticated_user,none,none,用户可在“我的/个人记忆”完成“开启、查看和删除个人记忆”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“对话与内容/记忆管理”能够查询或控制该能力，变更写入审计日志。,P09-018-UNIT|P09-018-API|P09-018-E2E,,PLANNED
P09,P09-019,管理任务完成和安全通知,Android,我的/通知设置,管理任务完成和安全通知,idle|loading|success|empty|error,PUT,/api/mobile/v1/preferences/notifications,Notification Service,notification_preferences,通知中心/用户设置,authenticated_user,none,none,用户可在“我的/通知设置”完成“管理任务完成和安全通知”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“通知中心/用户设置”能够查询或控制该能力，变更写入审计日志。,P09-019-UNIT|P09-019-API|P09-019-E2E,,PLANNED
